,Movie,Genre,Duration,Year,Imdb_rating,Metascore_rating,Votes
366,Wag the Dog,"Comedy, Drama  ",97,1997,71,73,80128
367,Speed 2: Cruise Control,"Action, Adventure, Crime  ",121,1997,39,23,76126
368,Titanic,"Drama, Romance  ",194,1997,78,75,1072285
369,Good Will Hunting,"Drama, Romance  ",126,1997,83,70,882633
370,Life Is Beautiful,"Comedy, Drama, Romance  ",116,1997,86,59,638656
371,L.A. Confidential,"Crime, Drama, Mystery  ",138,1997,82,90,541978
372,Men in Black,"Action, Adventure, Comedy  ",98,1997,73,71,525446
373,The Fifth Element,"Action, Adventure, Sci-Fi  ",126,1997,77,52,441890
374,The Lost World: Jurassic Park,"Action, Adventure, Sci-Fi  ",129,1997,66,59,385802
375,The Game,"Drama, Mystery, Thriller  ",129,1997,78,61,357560
376,Face/Off,"Action, Crime, Sci-Fi  ",138,1997,72,82,355019
377,Princess Mononoke,"Animation, Action, Adventure  ",134,1997,84,76,354013
378,The Devil's Advocate,"Drama, Mystery, Thriller  ",144,1997,75,60,339992
379,Jackie Brown,"Crime, Drama, Thriller  ",154,1997,75,64,323363
380,Liar Liar,"Comedy, Fantasy  ",86,1997,69,70,287629
381,Donnie Brasco,"Biography, Crime, Drama  ",127,1997,77,76,285956
382,Gattaca,"Drama, Sci-Fi, Thriller  ",106,1997,78,64,285546
383,Con Air,"Action, Crime, Thriller  ",115,1997,69,52,280903
384,As Good as It Gets,"Comedy, Drama, Romance  ",139,1997,77,67,280653
385,Starship Troopers,"Action, Adventure, Sci-Fi  ",129,1997,72,51,274479
386,Contact,"Drama, Mystery, Sci-Fi  ",150,1997,75,62,259133
387,Boogie Nights,Drama  ,155,1997,79,85,244247
388,Batman & Robin,"Action, Sci-Fi  ",125,1997,38,28,237514
389,Alien: Resurrection,"Action, Horror, Sci-Fi  ",109,1997,62,63,233141
390,Austin Powers: International Man of Mystery,"Adventure, Comedy  ",89,1997,70,51,225392
391,Cube,"Drama, Mystery, Sci-Fi  ",90,1997,72,61,216879
392,Hercules,"Animation, Adventure, Comedy  ",93,1997,73,74,211263
393,Tomorrow Never Dies,"Action, Adventure, Thriller  ",119,1997,65,52,183952
394,Air Force One,"Action, Drama, Thriller  ",124,1997,65,61,183553
395,Event Horizon,"Horror, Sci-Fi, Thriller  ",96,1997,67,35,163269
396,Scream 2,"Horror, Mystery  ",120,1997,62,63,160333
397,I Know What You Did Last Summer,"Horror, Mystery  ",101,1997,57,52,135736
398,Lost Highway,"Mystery, Thriller  ",134,1997,76,52,133794
399,Chasing Amy,"Comedy, Drama, Romance  ",113,1997,72,71,133498
400,Seven Years in Tibet,"Adventure, Biography, Drama  ",136,1997,71,55,133440
401,My Best Friend's Wedding,"Comedy, Drama, Romance  ",105,1997,63,50,132865
402,Anastasia,"Animation, Adventure, Drama  ",94,1997,72,61,114550
403,The Jackal,"Action, Crime, Drama  ",124,1997,64,36,108808
404,The Full Monty,"Comedy, Drama  ",91,1997,72,75,100491
405,Bean,"Adventure, Comedy, Family  ",89,1997,65,52,99391
406,Anaconda,"Action, Adventure, Horror  ",89,1997,48,37,98529
407,Conspiracy Theory,"Action, Mystery, Thriller  ",135,1997,67,49,95374
408,Grosse Pointe Blank,"Action, Comedy, Crime  ",107,1997,73,76,89572
409,Cop Land,"Crime, Drama, Thriller  ",105,1997,69,64,88298
410,Flubber,"Comedy, Family, Sci-Fi  ",93,1997,53,37,85626
411,Dante's Peak,"Action, Adventure, Thriller  ",108,1997,60,43,84264
412,Wag the Dog,"Comedy, Drama  ",97,1997,71,73,80128
413,Speed 2: Cruise Control,"Action, Adventure, Crime  ",121,1997,39,23,76126
414,Titanic,"Drama, Romance  ",194,1997,78,75,1072285
415,Good Will Hunting,"Drama, Romance  ",126,1997,83,70,882633
416,Life Is Beautiful,"Comedy, Drama, Romance  ",116,1997,86,59,638656
417,L.A. Confidential,"Crime, Drama, Mystery  ",138,1997,82,90,541978
418,Men in Black,"Action, Adventure, Comedy  ",98,1997,73,71,525446
419,The Fifth Element,"Action, Adventure, Sci-Fi  ",126,1997,77,52,441890
420,The Lost World: Jurassic Park,"Action, Adventure, Sci-Fi  ",129,1997,66,59,385802
421,The Game,"Drama, Mystery, Thriller  ",129,1997,78,61,357560
422,Face/Off,"Action, Crime, Sci-Fi  ",138,1997,72,82,355019
423,Princess Mononoke,"Animation, Action, Adventure  ",134,1997,84,76,354013
424,The Devil's Advocate,"Drama, Mystery, Thriller  ",144,1997,75,60,339992
425,Jackie Brown,"Crime, Drama, Thriller  ",154,1997,75,64,323363
426,Liar Liar,"Comedy, Fantasy  ",86,1997,69,70,287629
427,Donnie Brasco,"Biography, Crime, Drama  ",127,1997,77,76,285956
428,Gattaca,"Drama, Sci-Fi, Thriller  ",106,1997,78,64,285546
429,Con Air,"Action, Crime, Thriller  ",115,1997,69,52,280903
430,As Good as It Gets,"Comedy, Drama, Romance  ",139,1997,77,67,280653
431,Starship Troopers,"Action, Adventure, Sci-Fi  ",129,1997,72,51,274479
432,Contact,"Drama, Mystery, Sci-Fi  ",150,1997,75,62,259133
433,Boogie Nights,Drama  ,155,1997,79,85,244247
434,Batman & Robin,"Action, Sci-Fi  ",125,1997,38,28,237514
435,Alien: Resurrection,"Action, Horror, Sci-Fi  ",109,1997,62,63,233141
436,Austin Powers: International Man of Mystery,"Adventure, Comedy  ",89,1997,70,51,225392
437,Cube,"Drama, Mystery, Sci-Fi  ",90,1997,72,61,216879
438,Hercules,"Animation, Adventure, Comedy  ",93,1997,73,74,211263
439,Tomorrow Never Dies,"Action, Adventure, Thriller  ",119,1997,65,52,183952
440,Air Force One,"Action, Drama, Thriller  ",124,1997,65,61,183553
441,Event Horizon,"Horror, Sci-Fi, Thriller  ",96,1997,67,35,163269
442,Scream 2,"Horror, Mystery  ",120,1997,62,63,160333
443,I Know What You Did Last Summer,"Horror, Mystery  ",101,1997,57,52,135736
444,Lost Highway,"Mystery, Thriller  ",134,1997,76,52,133794
445,Chasing Amy,"Comedy, Drama, Romance  ",113,1997,72,71,133498
446,Seven Years in Tibet,"Adventure, Biography, Drama  ",136,1997,71,55,133440
447,My Best Friend's Wedding,"Comedy, Drama, Romance  ",105,1997,63,50,132865
448,Anastasia,"Animation, Adventure, Drama  ",94,1997,72,61,114550
449,The Jackal,"Action, Crime, Drama  ",124,1997,64,36,108808
450,The Full Monty,"Comedy, Drama  ",91,1997,72,75,100491
451,Bean,"Adventure, Comedy, Family  ",89,1997,65,52,99391
452,Anaconda,"Action, Adventure, Horror  ",89,1997,48,37,98529
453,Conspiracy Theory,"Action, Mystery, Thriller  ",135,1997,67,49,95374
454,Grosse Pointe Blank,"Action, Comedy, Crime  ",107,1997,73,76,89572
455,Cop Land,"Crime, Drama, Thriller  ",105,1997,69,64,88298
456,Flubber,"Comedy, Family, Sci-Fi  ",93,1997,53,37,85626
457,Dante's Peak,"Action, Adventure, Thriller  ",108,1997,60,43,84264
458,Wag the Dog,"Comedy, Drama  ",97,1997,71,73,80128
459,Speed 2: Cruise Control,"Action, Adventure, Crime  ",121,1997,39,23,76126
460,Titanic,"Drama, Romance  ",194,1997,78,75,1072285
461,Good Will Hunting,"Drama, Romance  ",126,1997,83,70,882633
462,Life Is Beautiful,"Comedy, Drama, Romance  ",116,1997,86,59,638656
463,L.A. Confidential,"Crime, Drama, Mystery  ",138,1997,82,90,541978
464,Men in Black,"Action, Adventure, Comedy  ",98,1997,73,71,525446
465,The Fifth Element,"Action, Adventure, Sci-Fi  ",126,1997,77,52,441890
466,The Lost World: Jurassic Park,"Action, Adventure, Sci-Fi  ",129,1997,66,59,385802
467,The Game,"Drama, Mystery, Thriller  ",129,1997,78,61,357560
468,Face/Off,"Action, Crime, Sci-Fi  ",138,1997,72,82,355019
469,Princess Mononoke,"Animation, Action, Adventure  ",134,1997,84,76,354013
470,The Devil's Advocate,"Drama, Mystery, Thriller  ",144,1997,75,60,339992
471,Jackie Brown,"Crime, Drama, Thriller  ",154,1997,75,64,323363
472,Liar Liar,"Comedy, Fantasy  ",86,1997,69,70,287629
473,Donnie Brasco,"Biography, Crime, Drama  ",127,1997,77,76,285956
474,Gattaca,"Drama, Sci-Fi, Thriller  ",106,1997,78,64,285546
475,Con Air,"Action, Crime, Thriller  ",115,1997,69,52,280903
476,As Good as It Gets,"Comedy, Drama, Romance  ",139,1997,77,67,280653
477,Starship Troopers,"Action, Adventure, Sci-Fi  ",129,1997,72,51,274479
478,Contact,"Drama, Mystery, Sci-Fi  ",150,1997,75,62,259133
479,Boogie Nights,Drama  ,155,1997,79,85,244247
480,Batman & Robin,"Action, Sci-Fi  ",125,1997,38,28,237514
481,Alien: Resurrection,"Action, Horror, Sci-Fi  ",109,1997,62,63,233141
482,Austin Powers: International Man of Mystery,"Adventure, Comedy  ",89,1997,70,51,225392
483,Cube,"Drama, Mystery, Sci-Fi  ",90,1997,72,61,216879
484,Hercules,"Animation, Adventure, Comedy  ",93,1997,73,74,211263
485,Tomorrow Never Dies,"Action, Adventure, Thriller  ",119,1997,65,52,183952
486,Air Force One,"Action, Drama, Thriller  ",124,1997,65,61,183553
487,Event Horizon,"Horror, Sci-Fi, Thriller  ",96,1997,67,35,163269
488,Scream 2,"Horror, Mystery  ",120,1997,62,63,160333
489,I Know What You Did Last Summer,"Horror, Mystery  ",101,1997,57,52,135736
490,Lost Highway,"Mystery, Thriller  ",134,1997,76,52,133794
491,Chasing Amy,"Comedy, Drama, Romance  ",113,1997,72,71,133498
492,Seven Years in Tibet,"Adventure, Biography, Drama  ",136,1997,71,55,133440
493,My Best Friend's Wedding,"Comedy, Drama, Romance  ",105,1997,63,50,132865
494,Anastasia,"Animation, Adventure, Drama  ",94,1997,72,61,114550
495,The Jackal,"Action, Crime, Drama  ",124,1997,64,36,108808
496,The Full Monty,"Comedy, Drama  ",91,1997,72,75,100491
497,Bean,"Adventure, Comedy, Family  ",89,1997,65,52,99391
498,Anaconda,"Action, Adventure, Horror  ",89,1997,48,37,98529
499,Conspiracy Theory,"Action, Mystery, Thriller  ",135,1997,67,49,95374
500,Grosse Pointe Blank,"Action, Comedy, Crime  ",107,1997,73,76,89572
501,Cop Land,"Crime, Drama, Thriller  ",105,1997,69,64,88298
502,Flubber,"Comedy, Family, Sci-Fi  ",93,1997,53,37,85626
503,Dante's Peak,"Action, Adventure, Thriller  ",108,1997,60,43,84264
504,Wag the Dog,"Comedy, Drama  ",97,1997,71,73,80128
505,Speed 2: Cruise Control,"Action, Adventure, Crime  ",121,1997,39,23,76126
506,Saving Private Ryan,"Drama, War  ",169,1998,86,91,1266694
507,American History X,Drama  ,119,1998,85,62,1051656
508,The Truman Show,"Comedy, Drama  ",103,1998,81,90,966072
509,The Big Lebowski,"Comedy, Crime, Sport  ",117,1998,81,71,748107
510,"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime  ",107,1998,82,66,545322
511,Armageddon,"Action, Adventure, Sci-Fi  ",151,1998,67,42,401546
512,There's Something About Mary,"Comedy, Romance  ",119,1998,71,69,295235
513,A Bug's Life,"Animation, Adventure, Comedy  ",95,1998,72,77,271445
514,Fear and Loathing in Las Vegas,"Adventure, Comedy, Drama  ",118,1998,76,41,264250
515,Mulan,"Animation, Adventure, Family  ",88,1998,76,71,262943
516,Blade,"Action, Horror, Sci-Fi  ",120,1998,71,45,250768
517,Rush Hour,"Action, Comedy, Crime  ",98,1998,70,60,244616
518,Enemy of the State,"Action, Thriller  ",132,1998,73,67,230728
519,Meet Joe Black,"Drama, Fantasy, Romance  ",178,1998,72,43,220338
520,Shakespeare in Love,"Comedy, Drama, History  ",123,1998,71,87,216638
521,You've Got Mail,"Comedy, Drama, Romance  ",119,1998,67,57,199311
522,Dark City,"Fantasy, Mystery, Sci-Fi  ",100,1998,76,66,190646
523,Run Lola Run,"Crime, Drama, Thriller  ",80,1998,77,77,190397
524,Godzilla,"Action, Sci-Fi, Thriller  ",139,1998,54,32,186012
525,The Thin Red Line,"Drama, War  ",170,1998,76,78,176127
526,Ronin,"Action, Crime, Thriller  ",122,1998,73,67,174927
527,Rushmore,"Comedy, Drama, Romance  ",93,1998,77,86,172960
528,The Mask of Zorro,"Action, Adventure, Comedy  ",136,1998,68,63,172216
529,Pi,"Drama, Horror, Mystery  ",84,1998,74,72,172044
530,Deep Impact,"Action, Drama, Sci-Fi  ",120,1998,62,40,167588
531,The Man in the Iron Mask,"Action, Adventure, Drama  ",132,1998,65,48,159017
532,Lethal Weapon 4,"Action, Crime, Thriller  ",127,1998,66,37,155431
533,The Waterboy,"Comedy, Sport  ",90,1998,61,41,151759
534,Antz,"Animation, Adventure, Comedy  ",83,1998,65,72,148068
535,Rounders,"Crime, Drama  ",121,1998,73,54,143752
536,The Wedding Singer,"Comedy, Music, Romance  ",97,1998,68,59,137860
537,The Negotiator,"Action, Crime, Drama  ",140,1998,73,62,133083
538,The Parent Trap,"Adventure, Comedy, Drama  ",128,1998,65,64,124081
539,Pleasantville,"Comedy, Drama, Fantasy  ",124,1998,75,71,122942
540,The Prince of Egypt,"Animation, Adventure, Drama  ",99,1998,71,64,121726
541,City of Angels,"Drama, Fantasy, Romance  ",114,1998,67,54,115266
542,The Faculty,"Horror, Mystery, Sci-Fi  ",104,1998,65,61,113358
543,Wild Things,"Crime, Drama, Mystery  ",108,1998,65,52,111080
544,Patch Adams,"Biography, Comedy, Drama  ",115,1998,68,25,107493
545,What Dreams May Come,"Drama, Fantasy, Romance  ",113,1998,70,44,103832
546,The X Files,"Drama, Mystery, Sci-Fi  ",121,1998,70,60,102265
547,Sphere,"Action, Mystery, Sci-Fi  ",134,1998,61,35,100680
548,U.S. Marshals,"Action, Crime, Thriller  ",131,1998,66,47,97588
549,Elizabeth,"Biography, Drama, History  ",124,1998,74,75,94517
550,Doctor Dolittle,"Comedy, Family, Fantasy  ",85,1998,54,46,92484
551,Following,"Crime, Mystery, Thriller  ",69,1998,75,60,88593
552,Saving Private Ryan,"Drama, War  ",169,1998,86,91,1266694
553,American History X,Drama  ,119,1998,85,62,1051656
554,The Truman Show,"Comedy, Drama  ",103,1998,81,90,966072
555,The Big Lebowski,"Comedy, Crime, Sport  ",117,1998,81,71,748107
556,"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime  ",107,1998,82,66,545322
557,Armageddon,"Action, Adventure, Sci-Fi  ",151,1998,67,42,401546
558,There's Something About Mary,"Comedy, Romance  ",119,1998,71,69,295235
559,A Bug's Life,"Animation, Adventure, Comedy  ",95,1998,72,77,271445
560,Fear and Loathing in Las Vegas,"Adventure, Comedy, Drama  ",118,1998,76,41,264250
561,Mulan,"Animation, Adventure, Family  ",88,1998,76,71,262943
562,Blade,"Action, Horror, Sci-Fi  ",120,1998,71,45,250768
563,Rush Hour,"Action, Comedy, Crime  ",98,1998,70,60,244616
564,Enemy of the State,"Action, Thriller  ",132,1998,73,67,230728
565,Meet Joe Black,"Drama, Fantasy, Romance  ",178,1998,72,43,220338
566,Shakespeare in Love,"Comedy, Drama, History  ",123,1998,71,87,216638
567,You've Got Mail,"Comedy, Drama, Romance  ",119,1998,67,57,199311
568,Dark City,"Fantasy, Mystery, Sci-Fi  ",100,1998,76,66,190646
569,Run Lola Run,"Crime, Drama, Thriller  ",80,1998,77,77,190397
570,Godzilla,"Action, Sci-Fi, Thriller  ",139,1998,54,32,186012
571,The Thin Red Line,"Drama, War  ",170,1998,76,78,176127
572,Ronin,"Action, Crime, Thriller  ",122,1998,73,67,174927
573,Rushmore,"Comedy, Drama, Romance  ",93,1998,77,86,172960
574,The Mask of Zorro,"Action, Adventure, Comedy  ",136,1998,68,63,172216
575,Pi,"Drama, Horror, Mystery  ",84,1998,74,72,172044
576,Deep Impact,"Action, Drama, Sci-Fi  ",120,1998,62,40,167588
577,The Man in the Iron Mask,"Action, Adventure, Drama  ",132,1998,65,48,159017
578,Lethal Weapon 4,"Action, Crime, Thriller  ",127,1998,66,37,155431
579,The Waterboy,"Comedy, Sport  ",90,1998,61,41,151759
580,Antz,"Animation, Adventure, Comedy  ",83,1998,65,72,148068
581,Rounders,"Crime, Drama  ",121,1998,73,54,143752
582,The Wedding Singer,"Comedy, Music, Romance  ",97,1998,68,59,137860
583,The Negotiator,"Action, Crime, Drama  ",140,1998,73,62,133083
584,The Parent Trap,"Adventure, Comedy, Drama  ",128,1998,65,64,124081
585,Pleasantville,"Comedy, Drama, Fantasy  ",124,1998,75,71,122942
586,The Prince of Egypt,"Animation, Adventure, Drama  ",99,1998,71,64,121726
587,City of Angels,"Drama, Fantasy, Romance  ",114,1998,67,54,115266
588,The Faculty,"Horror, Mystery, Sci-Fi  ",104,1998,65,61,113358
589,Wild Things,"Crime, Drama, Mystery  ",108,1998,65,52,111080
590,Patch Adams,"Biography, Comedy, Drama  ",115,1998,68,25,107493
591,What Dreams May Come,"Drama, Fantasy, Romance  ",113,1998,70,44,103832
592,The X Files,"Drama, Mystery, Sci-Fi  ",121,1998,70,60,102265
593,Sphere,"Action, Mystery, Sci-Fi  ",134,1998,61,35,100680
594,U.S. Marshals,"Action, Crime, Thriller  ",131,1998,66,47,97588
595,Elizabeth,"Biography, Drama, History  ",124,1998,74,75,94517
596,Doctor Dolittle,"Comedy, Family, Fantasy  ",85,1998,54,46,92484
597,Following,"Crime, Mystery, Thriller  ",69,1998,75,60,88593
598,Saving Private Ryan,"Drama, War  ",169,1998,86,91,1266694
599,American History X,Drama  ,119,1998,85,62,1051656
600,The Truman Show,"Comedy, Drama  ",103,1998,81,90,966072
601,The Big Lebowski,"Comedy, Crime, Sport  ",117,1998,81,71,748107
602,"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime  ",107,1998,82,66,545322
603,Armageddon,"Action, Adventure, Sci-Fi  ",151,1998,67,42,401546
604,There's Something About Mary,"Comedy, Romance  ",119,1998,71,69,295235
605,A Bug's Life,"Animation, Adventure, Comedy  ",95,1998,72,77,271445
606,Fear and Loathing in Las Vegas,"Adventure, Comedy, Drama  ",118,1998,76,41,264250
607,Mulan,"Animation, Adventure, Family  ",88,1998,76,71,262943
608,Blade,"Action, Horror, Sci-Fi  ",120,1998,71,45,250768
609,Rush Hour,"Action, Comedy, Crime  ",98,1998,70,60,244616
610,Enemy of the State,"Action, Thriller  ",132,1998,73,67,230728
611,Meet Joe Black,"Drama, Fantasy, Romance  ",178,1998,72,43,220338
612,Shakespeare in Love,"Comedy, Drama, History  ",123,1998,71,87,216638
613,You've Got Mail,"Comedy, Drama, Romance  ",119,1998,67,57,199311
614,Dark City,"Fantasy, Mystery, Sci-Fi  ",100,1998,76,66,190646
615,Run Lola Run,"Crime, Drama, Thriller  ",80,1998,77,77,190397
616,Godzilla,"Action, Sci-Fi, Thriller  ",139,1998,54,32,186012
617,The Thin Red Line,"Drama, War  ",170,1998,76,78,176127
618,Ronin,"Action, Crime, Thriller  ",122,1998,73,67,174927
619,Rushmore,"Comedy, Drama, Romance  ",93,1998,77,86,172960
620,The Mask of Zorro,"Action, Adventure, Comedy  ",136,1998,68,63,172216
621,Pi,"Drama, Horror, Mystery  ",84,1998,74,72,172044
622,Deep Impact,"Action, Drama, Sci-Fi  ",120,1998,62,40,167588
623,The Man in the Iron Mask,"Action, Adventure, Drama  ",132,1998,65,48,159017
624,Lethal Weapon 4,"Action, Crime, Thriller  ",127,1998,66,37,155431
625,The Waterboy,"Comedy, Sport  ",90,1998,61,41,151759
626,Antz,"Animation, Adventure, Comedy  ",83,1998,65,72,148068
627,Rounders,"Crime, Drama  ",121,1998,73,54,143752
628,The Wedding Singer,"Comedy, Music, Romance  ",97,1998,68,59,137860
629,The Negotiator,"Action, Crime, Drama  ",140,1998,73,62,133083
630,The Parent Trap,"Adventure, Comedy, Drama  ",128,1998,65,64,124081
631,Pleasantville,"Comedy, Drama, Fantasy  ",124,1998,75,71,122942
632,The Prince of Egypt,"Animation, Adventure, Drama  ",99,1998,71,64,121726
633,City of Angels,"Drama, Fantasy, Romance  ",114,1998,67,54,115266
634,The Faculty,"Horror, Mystery, Sci-Fi  ",104,1998,65,61,113358
635,Wild Things,"Crime, Drama, Mystery  ",108,1998,65,52,111080
636,Patch Adams,"Biography, Comedy, Drama  ",115,1998,68,25,107493
637,What Dreams May Come,"Drama, Fantasy, Romance  ",113,1998,70,44,103832
638,The X Files,"Drama, Mystery, Sci-Fi  ",121,1998,70,60,102265
639,Sphere,"Action, Mystery, Sci-Fi  ",134,1998,61,35,100680
640,U.S. Marshals,"Action, Crime, Thriller  ",131,1998,66,47,97588
641,Elizabeth,"Biography, Drama, History  ",124,1998,74,75,94517
642,Doctor Dolittle,"Comedy, Family, Fantasy  ",85,1998,54,46,92484
643,Following,"Crime, Mystery, Thriller  ",69,1998,75,60,88593
644,Saving Private Ryan,"Drama, War  ",169,1998,86,91,1266694
645,American History X,Drama  ,119,1998,85,62,1051656
646,The Truman Show,"Comedy, Drama  ",103,1998,81,90,966072
647,The Big Lebowski,"Comedy, Crime, Sport  ",117,1998,81,71,748107
648,"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime  ",107,1998,82,66,545322
649,Armageddon,"Action, Adventure, Sci-Fi  ",151,1998,67,42,401546
650,There's Something About Mary,"Comedy, Romance  ",119,1998,71,69,295235
651,A Bug's Life,"Animation, Adventure, Comedy  ",95,1998,72,77,271445
652,Fear and Loathing in Las Vegas,"Adventure, Comedy, Drama  ",118,1998,76,41,264250
653,Mulan,"Animation, Adventure, Family  ",88,1998,76,71,262943
654,Blade,"Action, Horror, Sci-Fi  ",120,1998,71,45,250768
655,Rush Hour,"Action, Comedy, Crime  ",98,1998,70,60,244616
656,Enemy of the State,"Action, Thriller  ",132,1998,73,67,230728
657,Meet Joe Black,"Drama, Fantasy, Romance  ",178,1998,72,43,220338
658,Shakespeare in Love,"Comedy, Drama, History  ",123,1998,71,87,216638
659,You've Got Mail,"Comedy, Drama, Romance  ",119,1998,67,57,199311
660,Dark City,"Fantasy, Mystery, Sci-Fi  ",100,1998,76,66,190646
661,Run Lola Run,"Crime, Drama, Thriller  ",80,1998,77,77,190397
662,Godzilla,"Action, Sci-Fi, Thriller  ",139,1998,54,32,186012
663,The Thin Red Line,"Drama, War  ",170,1998,76,78,176127
664,Ronin,"Action, Crime, Thriller  ",122,1998,73,67,174927
665,Rushmore,"Comedy, Drama, Romance  ",93,1998,77,86,172960
666,The Mask of Zorro,"Action, Adventure, Comedy  ",136,1998,68,63,172216
667,Pi,"Drama, Horror, Mystery  ",84,1998,74,72,172044
668,Deep Impact,"Action, Drama, Sci-Fi  ",120,1998,62,40,167588
669,The Man in the Iron Mask,"Action, Adventure, Drama  ",132,1998,65,48,159017
670,Lethal Weapon 4,"Action, Crime, Thriller  ",127,1998,66,37,155431
671,The Waterboy,"Comedy, Sport  ",90,1998,61,41,151759
672,Antz,"Animation, Adventure, Comedy  ",83,1998,65,72,148068
